University,Department,Overall Pay,Living Wage Ratio,Academic Year,Program Year,Comments,12M Gross Pay,9M Gross Pay,3M Gross Pay,Fees,Aggregate Department
University of Nevada - Reno (UNR),chemistry,22800.0,1.08,2020.0,1st,nan,"$22,800",,,,chemistry
University of Massachusetts Medical Center - Worcester,gsbs,34000.0,1.51,2020.0,1st,nan,"$34,000",,,,gsbs
University of California - Irvine (UCI),"mathematical, computational and systems biology",35000.0,1.2,2020.0,4th,nan,"$35,000",,,,"mathematical, computational and systems biology"
Vanderbilt University,computer science,31000.0,1.35,2020.0,3rd,nan,"$31,000",,,,computer science
Purdue University - West Lafayette,agricultural and biological engineering,23500.0,1.11,2020.0,,nan,"$26,000",,,"$2,500",agricultural and biological engineering
Northwestern University (NU),accounting,30000.0,1.24,2020.0,1st,nan,"$30,000",,,,accounting
University of Illinois - Urbana- Champaign (UIUC),statistics,23900.0,1.09,2020.0,1st,nan,,"$20,500","$4,000",$600,statistics
University of California - Santa Cruz,ocean sciences,34246.0,1.27,2020.0,3rd,nan,"$34,246",,,,ocean sciences
Yale University (YU),environment,36500.0,1.48,2020.0,1st,nan,"$36,500",,,,environment
Carnegie Mellon University (CMU),chemical engineering,32000.0,1.55,2020.0,1st,nan,"$32,000",,,,chemical engineering
University of Oregon (UO),computer and information science,22540.0,1.07,2020.0,1st,Have to pay $61 per term to the university.<br> Health insurance is $86 per yerm.<br>,,"$17,235","$5,745",$440,computer and information science
Oklahoma State University (OSU),mechanical and aerospace engineering,18000.0,0.92,2020.0,3rd,nan,,"$18,000",,,mechanical and aerospace engineering
University of California - San Diego (UCSD),cse,45750.0,1.73,2020.0,,nan,"$45,750",,,,cse
Indiana University,economics,18300.0,0.85,2020.0,3rd,nan,"$19,000",,,$700,economics
University of Cincinnati,experimental psychology,17000.0,,2020.0,2nd,nan,,"$17,000",,,experimental psychology
Idaho State University (ISU),geosciences,16000.0,0.84,2020.0,5th,Tuition is covered if an RA or TA.<br>Health insurance is not provided.,,"$16,000",,,geosciences
Montana State University (MSU),statistics,16000.0,0.76,2020.0,1st,nan,,"$16,000",,,statistics
University of California - Irvine (UCI),cmb,33000.0,1.13,2020.0,1st,nan,"$33,000",,,,cmb
Cornell University (CU),computational biology,35960.0,1.48,2020.0,3rd,nan,"$36,000",,,$40,computational biology
Cornell University (CU),computational biology,35960.0,1.48,2020.0,3rd,nan,"$36,000",,,$40,computational biology
,chemistry,22800.0,,2020.0,1st,nan,"$22,800",,,,chemistry
University of California - San Diego (UCSD),biochemistry and biophysics,34000.0,1.28,2020.0,1st,nan,"$34,000",,,,biochemistry and biophysics
Massachusetts Institute of Technology (MIT),aeroastro,37732.0,1.35,2020.0,3rd,nan,"$38,232",,,$500,aeroastro
University of Waterloo,school of public health sciences,15900.0,,2020.0,3rd,Canadian dollars ,"$24,000",,,"$8,100",school of public health sciences
University of California - Irvine (UCI),cellular and molecular biosciences gateway program (cmb),33000.0,1.13,2020.0,1st,nan,"$33,000",,,,cellular and molecular biosciences gateway program (cmb)
Georgia Institute of Technology (Georgia Tech),phd in machine learning,22240.0,0.95,2020.0,1st,nan,"$26,400",,,"$4,160",phd in machine learning
Johns Hopkins University (JHU),human genetics and molecular biology,34896.0,1.36,2020.0,5th,nan,"$34,896",,,,human genetics and molecular biology
University of Washington (UW),molecular medicine and mechanisms of disease,36500.0,1.57,2020.0,5th,nan,"$38,000",,,"$1,500",molecular medicine and mechanisms of disease
University of Alabama - Birmingham (UAB),biostat,24000.0,1.11,2020.0,5th,Tuition and health insurance are provided while dental and vision insurance are not.,"$24,000",,,,biostat
University of Pennsylvania,earth and environmental science,35000.0,1.45,2020.0,4th,nan,"$35,000",,,,earth and environmental science
Northeastern University (NU),sociology and anthropology,23145.0,0.81,2020.0,,nan,,"$23,500",,$355,sociology and anthropology
Colorado School of Mines,chemistry,26000.0,1.16,2020.0,1st,nan,"$26,000",,,,chemistry
Colorado School of Mines,chemistry,26000.0,1.16,2020.0,1st,nan,"$26,000",,,,chemistry
University of Pennsylvania,earth &amp; environmental science,36656.0,1.52,2020.0,3rd,"For the Benjamin Franklin Fellowship.<br>Stipend is actually on a 10 month and 2 month cycle.<br>Health <span class=""truncated""> insurance,<br>gym membership,<br>and tuition included in the fellowship.</span>",,"$29,029","$7,627",,earth &amp; environmental science
University of California - Berkeley,sociology,31000.0,1.12,2020.0,1st,nan,"$31,000",,,,sociology
Northern Arizona University (NAU),mechanical engineering,24300.0,1.04,2020.0,1st,"RA pay.<br>There is also an option for an extra $8k/year fellowship for some students with $1k/year <span class=""truncated""> available to spend on conferences/lab equipment</span>",,"$20,000","$5,000",$700,mechanical engineering
Louisiana State University - Baton Rouge,chemical engineering,28500.0,1.31,2020.0,1st,nan,"$28,500",,,,chemical engineering
Louisiana State University - Baton Rouge,chemical engineering,26500.0,1.22,2020.0,1st,nan,"$28,500",,,"$2,000",chemical engineering
Pennsylvania State University (Penn State),geosciences/geology,21780.0,0.97,2020.0,4th,"Some grad students get summer funding depending on TA/RA position availability,<br>but this is not <span class=""truncated""> guaranteed.<br></span>",,"$21,780",,,geosciences/geology
University of Texas - Austin (UT),computational science and engineering,35000.0,1.53,2020.0,,nan,"$35,000",,,,computational science and engineering
,entomology,24000.0,,2020.0,,nan,"$26,000",,,"$2,000",entomology
University of Colorado - Boulder (UCB),computer science,36100.0,1.42,2020.0,3rd,Summer funding not guaranteed,"$36,400",,,$300,computer science
University of Colorado - Boulder (UCB),computer science phd,36100.0,1.42,2020.0,,Summer funding not guaranteed,"$36,400",,,$300,computer science phd
University of Southern California (USC),computer science,34000.0,1.31,2020.0,3rd,nan,"$34,000",,,,computer science
Tufts University (TU),molecular microbiology,31330.0,1.12,2020.0,3rd,nan,"$31,450",,,$120,molecular microbiology
,chemistry,30000.0,,2020.0,1st,nan,"$30,000",,,,chemistry
Indiana University,earth &amp; atmospheric sciences,19851.0,0.92,2020.0,4th,nan,"$21,996",,,"$2,145",earth &amp; atmospheric sciences
University of Oregon (UO),special education and clinical sciences,21000.0,1.0,2020.0,2nd,nan,"$21,000",,,,special education and clinical sciences
University of Connecticut (UConn),geography,23113.0,0.95,2020.0,2nd,Fees between $1000-1300 a semester ,,"$24,313",,"$1,200",geography
Boston College (BC),earth and environmental sciences,33950.0,1.22,2020.0,1st,nan,"$34,000",,,$50,earth and environmental sciences
Michigan State University (MSU),"writing, rhetoric, and american cultures",23250.0,1.13,2020.0,2nd,nan,,"$19,800","$3,500",$50,"writing, rhetoric, and american cultures"
University of Alabama (UA),political science,15000.0,0.71,2020.0,5th,nan,,"$15,000",,,political science
University of Cincinnati (UC),md/phd,30000.0,1.55,2020.0,5th,nan,"$30,000",,,,md/phd
Washington State University (WSU),biology,16292.0,0.86,2020.0,1st,nan,"$18,492",,,"$2,200",biology
University of Wisconsin - Milwaukee (UWM),african and african diaspora studies,12350.0,0.57,2020.0,1st,nan,,"$13,750",,"$1,400",african and african diaspora studies
University of Virginia (UVA),education,32000.0,1.4,2020.0,,nan,"$32,000",,,,education
University of Wisconsin - Madison (UW),computer science,21650.0,0.95,2020.0,4th,nan,,"$22,550",,$900,computer science
University of Southern California (USC),sociology,30500.0,1.18,2020.0,2nd,nan,,"$30,500",,,sociology
University of North Carolina - Chapel Hill (UNC),nan,47500.0,2.14,2020.0,,nan,"$47,500",,,,nan
Massachusetts Institute of Technology (MIT),biological engineering,46165.0,1.65,2020.0,4th,nan,"$46,350",,,$185,biological engineering
Dartmouth College,earth sciences,30000.0,1.21,2020.0,5th,nan,"$30,000",,,,earth sciences
University of Oxford,dphil computer science,14777.0,,2020.0,4th,nan,"$14,777",,,,dphil computer science
University of Southern California (USC),biomedical engineering,35600.0,1.38,2020.0,3rd,nan,"$36,000",,,$400,biomedical engineering
Vanderbilt University,molecular physiology and biophysics,33500.0,1.46,2020.0,4th,Health insurance is paid by department/intramural grants ~2700/year,"$33,500",,,,molecular physiology and biophysics
University of Pennsylvania,biology,32500.0,1.35,2020.0,4th,nan,"$32,500",,,,biology
University of Southern California (USC),social work,46000.0,1.78,2020.0,,nan,,"$40,000","$6,000",,social work
Pennsylvania State University (Penn State),history,37260.0,1.66,2020.0,1st,nan,,"$33,010","$4,500",$250,history
University of Melbourne,department of management,30000.0,,2020.0,,Tax free Stipend in Aud,"$30,000",,,,department of management
University of Minnesota - Twin Cities (UM),chemistry,26400.0,1.15,2020.0,1st,nan,"$27,000",,,$600,chemistry
Georgia Institute of Technology (Georgia Tech),mechanical engineering,24909.0,1.07,2020.0,3rd,"Fees seem high here compared to similar universities (tuition waiver does not cover fees).<br>The ME <span class=""truncated""> department gives most PhD students a $5,500/year topper fellowship (not included in the given stipend rate of $2350/month),<br>which does help with the fees.</span>","$28,200",,,"$3,291",mechanical engineering
University of Arizona (U of A),management,30000.0,1.45,2020.0,,"Base stipend pays $27,500 + we receive $1500 from the department that pays specifically for fees.<br> <span class=""truncated""> Additional pay possible by picking up TA positions</span>",,"$30,000",,,management
Washington University in St. Louis (Wash U),division of biology &amp; biomedical science,34500.0,1.67,2020.0,1st,nan,"$34,500",,,,division of biology &amp; biomedical science
University of Maryland - College Park (UMD),linguistics,24183.0,0.8,2020.0,1st,nan,"$25,000",,,$817,linguistics
University of Nevada - Las Vegas (UNLV),psychology,15000.0,0.66,2020.0,3rd,"We are paid out over 10 months,<br>no summer funding","$15,000",,,,psychology
Baylor College of Medicine,quantitative and computational biosciences ph.d. program,34500.0,1.58,2020.0,3rd,nan,"$34,500",,,,quantitative and computational biosciences ph.d. program
University of Maryland - College Park (UMD),bioengineering,32100.0,1.06,2020.0,4th,nan,"$32,500",,,$400,bioengineering
University of Kansas (KU),department of special education,29000.0,1.42,2020.0,1st,nan,"$30,000",,,"$1,000",department of special education
Rensselaer Polytechnic Institute (RPI),biology,30800.0,1.35,2020.0,3rd,nan,,"$24,000","$8,000","$1,200",biology
Boston University (BU),mathematics and statistics,34500.0,1.2,2020.0,5th,nan,"$34,500",,,,mathematics and statistics
Texas A&amp;amp;M; University - College Station,mtde,27600.0,,2020.0,2nd,nan,"$27,600",,,,mtde
George Mason University (GMU),"criminology, law and society",20000.0,0.66,2020.0,1st,"Bi-weekly pay each semester totaling $10,000 (per semester).<br>All fees,<br>tuition,<br>and health <span class=""truncated""> insurance covered.<br>Summer funding is on your own.<br>

This is for any GRA position,<br>regardless of year in program.<br>Continued funding contingent upon faculty/project.<br></span>",,"$20,000",,,"criminology, law and society"
University of Wisconsin - Madison (UW),cs,16200.0,0.71,2020.0,,nan,,"$17,100",,$900,cs
University of Kansas (KU),american studies,17750.0,0.87,2020.0,5th,"Summer funding not guaranteed.<br>Stipend is for teaching at a .50 appointment,<br>which is 2 courses (4 <span class=""truncated""> class periods)<br>per week,<br>from August to May.<br>Some appointments also require curriculum/original syllabus development w/o additional compensation.<br></span>",,"$17,750",,,american studies
University of Hawaii - Manoa (UH),english,23952.0,0.79,2020.0,3rd,"MA student,<br>.50 special position - negotiated raise after 2 years because of experience and <span class=""truncated""> opportunities for better pay elsewhere.</span>","$23,952",,,,english
Massachusetts Institute of Technology (MIT),cee,40700.0,1.46,2020.0,4th,nan,"$41,000",,,$300,cee
Florida International University (FIU),history,21600.0,0.91,2020.0,3rd,nan,"$21,600",,,,history
University of Michigan - Ann Arbor (UM),american culture,23000.0,1.0,2020.0,6th and up,nan,,"$23,000",,,american culture
University of Oklahoma (OU),history of science,19620.0,0.98,2020.0,1st,"I&#39;m paid over 10 months,<br>not 9.",,"$22,500",,"$2,880",history of science
University of Florida (UF),computer science,28500.0,1.25,2020.0,1st,nan,"$30,000",,,"$1,500",computer science
University of Utah,biomedical engineering,25434.0,1.14,2020.0,1st,"Required to pay differential tuition,<br>which runs 1-2k/year","$27,000",,,"$1,566",biomedical engineering
University of California - Santa Barbara (UCSB),linguistics,29000.0,1.1,2020.0,1st,"Doctoral Scholars (Central)<br>Fellowship.<br>3 years of fellowship at $24,000.<br>2 years of TAships.<br>

 <span class=""truncated""> $5,000 summer stipend is only for the first summer.<br>Two other summers are $1,000.<br></span>",,"$24,000","$5,000",,linguistics
University of Utah,biomedical engineering,28000.0,1.26,2020.0,6th and up,nan,"$28,000",,,,biomedical engineering
New York University (NYU),neural science,34500.0,1.16,2020.0,5th,nan,"$35,000",,,$500,neural science
Louisiana State University - Baton Rouge,sociology,12051.0,0.55,2020.0,4th,"Fees are slowly decreasing.<br>No health care.<br>Stipends are NOT set to go up any time soon.<br>Stipends <span class=""truncated""> do not change at any time during your time in the program.<br>A first year graduate assistant gets the same amount as a fifth year teaching an intro class with 200 students.</span>",,"$15,051",,"$3,000",sociology
University of Pittsburgh,mechanical engineering,26940.0,1.3,2020.0,1st,nan,"$27,000",,,$60,mechanical engineering
Tulane University (TU),history,18000.0,0.78,2020.0,2nd,"Masters+PhD,<br>funded only for the first 5 years of a program that usually takes 7 years at my <span class=""truncated""> university</span>","$18,000",,,,history
Cornell University (CU),immunology and microbial pathogenesis,43500.0,1.79,2020.0,1st,"Actually at Weill Cornell (Cornell’s med school),<br>in NYC","$43,500",,,,immunology and microbial pathogenesis
Colorado School of Mines,metallurgical and materials engineering/materials science,30000.0,1.34,2020.0,2nd,nan,"$30,000",,,,metallurgical and materials engineering/materials science
University of Texas Medical Branch - Galveston,center for addiction research,31500.0,1.44,2020.0,4th,Our tuition and fees are covered and we receive high quality health insurance at no cost.<br>,"$31,500",,,,center for addiction research
Cornell University (CU),medical science,43500.0,1.79,2020.0,,nan,"$43,500",,,,medical science
Cornell University (CU),nan,43500.0,1.79,2020.0,,nan,"$43,500",,,,nan
University of Toronto,electrical and computer engineering,17500.0,,2020.0,1st,"Data in CAD.<br>Real base funding is CAD 17,500/year.<br>","$25,480",,,"$7,980",electrical and computer engineering
